[2026-08-17 16:53:00,710] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2026-08-17 16:53:09,687] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2026-08-17 16:53:09,697] 107 dagshub - INFO - Accessing as aswinsuryasivakumar2004
[2026-08-17 16:53:10,883] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/aswinsuryasivakumar2004/network_security_system "HTTP/1.1 200 OK"
[2026-08-17 16:53:11,967] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2026-08-17 16:53:11,973] 107 dagshub - INFO - Initialized MLflow to track repo "aswinsuryasivakumar2004/network_security_system"
[2026-08-17 16:53:11,974] 107 dagshub - INFO - Repository aswinsuryasivakumar2004/network_security_system initialized!
[2026-08-17 16:53:23,221] 42 root - INFO - Start data Ingestion
[2026-08-17 16:53:27,576] 63 root - INFO - Performed train test split on the dataframe
[2026-08-17 16:53:27,576] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-08-17 16:53:27,577] 69 root - INFO - Exporting train and test path.
[2026-08-17 16:53:27,722] 79 root - INFO - Exported train and test path.
[2026-08-17 16:53:27,723] 45 root - INFO - Data Ingestion completed and artifact: DataIngestionArtifact(trained_file_path='Artifacts\\08_17_2026_16_53_01\\data_ingestion\\ingested\\train.csv', test_file_path='Artifacts\\08_17_2026_16_53_01\\data_ingestion\\ingested\\test.csv')
[2026-08-17 16:53:27,757] 55 root - INFO - Initiate the data Validation
[2026-08-17 16:53:27,860] 32 root - INFO - Required number of columns:2
[2026-08-17 16:53:27,861] 33 root - INFO - Data frame has columns:31
[2026-08-17 16:53:27,861] 32 root - INFO - Required number of columns:2
[2026-08-17 16:53:27,861] 33 root - INFO - Data frame has columns:31
[2026-08-17 16:53:28,195] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-08-17 16:53:28,195] 65 root - INFO - Starting data transformation
[2026-08-17 16:53:28,252] 48 root - INFO - Entered get_data_transformer_object method of Transformation class
[2026-08-17 16:53:28,253] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-08-17 16:53:28,271] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-08-17 16:53:28,275] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-08-17 16:53:28,275] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-08-17 16:53:28,278] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-08-17 16:59:44,812] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-08-17 16:59:44,813] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-08-17 16:59:44,814] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-08-17 16:59:44,851] 50 root - INFO - Exited the save_object method of MainUtils class
[2026-08-17 16:59:44,851] 136 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\08_17_2026_16_53_01\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9910146390711762, precision_score=0.9877238881062588, recall_score=0.9943273905996759), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9756295694557271, precision_score=0.967767929089444, recall_score=0.9836199836199836))
